"trainer/global_step","best style a mix - _step","best style a mix - _step__MIN","best style a mix - _step__MAX","best style a mix - train_eiko_epoch","best style a mix - train_eiko_epoch__MIN","best style a mix - train_eiko_epoch__MAX","best curve a mix - _step","best curve a mix - _step__MIN","best curve a mix - _step__MAX","best curve a mix - train_eiko_epoch","best curve a mix - train_eiko_epoch__MIN","best curve a mix - train_eiko_epoch__MAX","best curve a meta - _step","best curve a meta - _step__MIN","best curve a meta - _step__MAX","best curve a meta - train_eiko_epoch","best curve a meta - train_eiko_epoch__MIN","best curve a meta - train_eiko_epoch__MAX","best style a meta - _step","best style a meta - _step__MIN","best style a meta - _step__MAX","best style a meta - train_eiko_epoch","best style a meta - train_eiko_epoch__MIN","best style a meta - train_eiko_epoch__MAX"
"63000","63000","63000","63000","0.0003843746037746314","0.0003843746037746314","0.0003843746037746314","63000","63000","63000","0.0020018393131904302","0.0020018393131904302","0.0020018393131904302","63000","63000","63000","0.0028852766640484334","0.0028852766640484334","0.0028852766640484334","63000","63000","63000","0.0005417257253429853","0.0005417257253429853","0.0005417257253429853"
"63250","63250","63250","63250","0.0003834634178201668","0.0003834634178201668","0.0003834634178201668","63250","63250","63250","0.0019667155969655143","0.0019667155969655143","0.0019667155969655143","63250","63250","63250","0.00287439949484542","0.00287439949484542","0.00287439949484542","63250","63250","63250","0.0005392572889104485","0.0005392572889104485","0.0005392572889104485"
"63500","63500","63500","63500","0.00039486133767059075","0.00039486133767059075","0.00039486133767059075","63500","63500","63500","0.001973912562127225","0.001973912562127225","0.001973912562127225","63500","63500","63500","0.0028990390941035","0.0028990390941035","0.0028990390941035","63500","63500","63500","0.0005388255611178466","0.0005388255611178466","0.0005388255611178466"
"63750","63750","63750","63750","0.00038816771632991734","0.00038816771632991734","0.00038816771632991734","63750","63750","63750","0.0020014989058254285","0.0020014989058254285","0.0020014989058254285","63750","63750","63750","0.0028849465295206753","0.0028849465295206753","0.0028849465295206753","63750","63750","63750","0.0005365079233888536","0.0005365079233888536","0.0005365079233888536"
"64000","64000","64000","64000","0.0003823835689399857","0.0003823835689399857","0.0003823835689399857","64000","64000","64000","0.0019700762720312923","0.0019700762720312923","0.0019700762720312923","64000","64000","64000","0.0028745101301465184","0.0028745101301465184","0.0028745101301465184","64000","64000","64000","0.0005355365383438766","0.0005355365383438766","0.0005355365383438766"
"64250","64250","64250","64250","0.00038524646768928504","0.00038524646768928504","0.00038524646768928504","64250","64250","64250","0.0020046641154913233","0.0020046641154913233","0.0020046641154913233","64250","64250","64250","0.002878304691053927","0.002878304691053927","0.002878304691053927","64250","64250","64250","0.0005371323124854825","0.0005371323124854825","0.0005371323124854825"
"64500","64500","64500","64500","0.0003861588449508417","0.0003861588449508417","0.0003861588449508417","64500","64500","64500","0.0019723455224884673","0.0019723455224884673","0.0019723455224884673","64500","64500","64500","0.002866753301816061","0.002866753301816061","0.002866753301816061","64500","64500","64500","0.0005348478770174552","0.0005348478770174552","0.0005348478770174552"
"64750","64750","64750","64750","0.00038362833100836726","0.00038362833100836726","0.00038362833100836726","64750","64750","64750","0.0019547751205973326","0.0019547751205973326","0.0019547751205973326","64750","64750","64750","0.0028729949328117075","0.0028729949328117075","0.0028729949328117075","64750","64750","64750","0.0005334311357582919","0.0005334311357582919","0.0005334311357582919"
"65000","65000","65000","65000","0.00039525150347617454","0.00039525150347617454","0.00039525150347617454","65000","65000","65000","0.001972013506339863","0.001972013506339863","0.001972013506339863","65000","65000","65000","0.0028618076144484804","0.0028618076144484804","0.0028618076144484804","65000","65000","65000","0.0005309207367827184","0.0005309207367827184","0.0005309207367827184"
"65250","65250","65250","65250","0.0003904540136572905","0.0003904540136572905","0.0003904540136572905","65250","65250","65250","0.0019585261422907932","0.0019585261422907932","0.0019585261422907932","65250","65250","65250","0.0028627250579884274","0.0028627250579884274","0.0028627250579884274","65250","65250","65250","0.0005323855599563103","0.0005323855599563103","0.0005323855599563103"
"65500","65500","65500","65500","0.0003855091543518938","0.0003855091543518938","0.0003855091543518938","65500","65500","65500","0.0019465277628041805","0.0019465277628041805","0.0019465277628041805","65500","65500","65500","0.002855960874352604","0.002855960874352604","0.002855960874352604","65500","65500","65500","0.0005321366243297234","0.0005321366243297234","0.0005321366243297234"
"65750","65750","65750","65750","0.00038830221936223095","0.00038830221936223095","0.00038830221936223095","65750","65750","65750","0.0019925223420141263","0.0019925223420141263","0.0019925223420141263","65750","65750","65750","0.0028681779452599584","0.0028681779452599584","0.0028681779452599584","65750","65750","65750","0.0005290206909994595","0.0005290206909994595","0.0005290206909994595"
"66000","66000","66000","66000","0.0004440610181191005","0.0004440610181191005","0.0004440610181191005","66000","66000","66000","0.0019633829809026795","0.0019633829809026795","0.0019633829809026795","66000","66000","66000","0.0028472212303895504","0.0028472212303895504","0.0028472212303895504","66000","66000","66000","0.0005283536712231581","0.0005283536712231581","0.0005283536712231581"
"66250","66250","66250","66250","0.00048825991092598997","0.00048825991092598997","0.00048825991092598997","66250","66250","66250","0.0019676664881408215","0.0019676664881408215","0.0019676664881408215","66250","66250","66250","0.0029252043426968156","0.0029252043426968156","0.0029252043426968156","66250","66250","66250","0.0005294819291157182","0.0005294819291157182","0.0005294819291157182"
"66500","66500","66500","66500","0.00046805505102383906","0.00046805505102383906","0.00046805505102383906","66500","66500","66500","0.001956495796679519","0.001956495796679519","0.001956495796679519","66500","66500","66500","0.002879916542209685","0.002879916542209685","0.002879916542209685","66500","66500","66500","0.0005319608239515219","0.0005319608239515219","0.0005319608239515219"
"66750","66750","66750","66750","0.00042070385572151283","0.00042070385572151283","0.00042070385572151283","66750","66750","66750","0.0020049409985076635","0.0020049409985076635","0.0020049409985076635","66750","66750","66750","0.0028400041495915502","0.0028400041495915502","0.0028400041495915502","66750","66750","66750","0.0005266590605024249","0.0005266590605024249","0.0005266590605024249"
"67000","67000","67000","67000","0.0004053225050738547","0.0004053225050738547","0.0004053225050738547","67000","67000","67000","0.001960900848498568","0.001960900848498568","0.001960900848498568","67000","67000","67000","0.0028242994411848484","0.0028242994411848484","0.0028242994411848484","67000","67000","67000","0.0005247583335731179","0.0005247583335731179","0.0005247583335731179"
"67250","67250","67250","67250","0.0004042090717994142","0.0004042090717994142","0.0004042090717994142","67250","67250","67250","0.00200282746902667","0.00200282746902667","0.00200282746902667","67250","67250","67250","0.0028890867619775235","0.0028890867619775235","0.0028890867619775235","67250","67250","67250","0.0005247177171404474","0.0005247177171404474","0.0005247177171404474"
"67500","67500","67500","67500","0.00039672305263229645","0.00039672305263229645","0.00039672305263229645","67500","67500","67500","0.001964451043517329","0.001964451043517329","0.001964451043517329","67500","67500","67500","0.0028327862579608336","0.0028327862579608336","0.0028327862579608336","67500","67500","67500","0.0005232354795443825","0.0005232354795443825","0.0005232354795443825"
"67750","67750","67750","67750","0.00039039170037722217","0.00039039170037722217","0.00039039170037722217","67750","67750","67750","0.0019439085233025253","0.0019439085233025253","0.0019439085233025253","67750","67750","67750","0.002818557138554752","0.002818557138554752","0.002818557138554752","67750","67750","67750","0.0005241894499922637","0.0005241894499922637","0.0005241894499922637"
"68000","68000","68000","68000","0.0003838283136719838","0.0003838283136719838","0.0003838283136719838","68000","68000","68000","0.0019580699735088276","0.0019580699735088276","0.0019580699735088276","68000","68000","68000","0.0028128856567200275","0.0028128856567200275","0.0028128856567200275","68000","68000","68000","0.0005251024881727062","0.0005251024881727062","0.0005251024881727062"
"68250","68250","68250","68250","0.0003830940245243255","0.0003830940245243255","0.0003830940245243255","68250","68250","68250","0.001985647486522794","0.001985647486522794","0.001985647486522794","68250","68250","68250","0.0028262346624396742","0.0028262346624396742","0.0028262346624396742","68250","68250","68250","0.0005210282463231124","0.0005210282463231124","0.0005210282463231124"
"68500","68500","68500","68500","0.0003793894432601519","0.0003793894432601519","0.0003793894432601519","68500","68500","68500","0.002001733367796987","0.002001733367796987","0.002001733367796987","68500","68500","68500","0.0028729649485321716","0.0028729649485321716","0.0028729649485321716","68500","68500","68500","0.0005224747951724566","0.0005224747951724566","0.0005224747951724566"
"68750","68750","68750","68750","0.00037949927337467673","0.00037949927337467673","0.00037949927337467673","68750","68750","68750","0.0019565504027996214","0.0019565504027996214","0.0019565504027996214","68750","68750","68750","0.002827402310213074","0.002827402310213074","0.002827402310213074","68750","68750","68750","0.0005212810190278105","0.0005212810190278105","0.0005212810190278105"
"69000","69000","69000","69000","0.0003923085792339407","0.0003923085792339407","0.0003923085792339407","69000","69000","69000","0.001937487277202308","0.001937487277202308","0.001937487277202308","69000","69000","69000","0.00281273683370091","0.00281273683370091","0.00281273683370091","69000","69000","69000","0.0005194761141901836","0.0005194761141901836","0.0005194761141901836"
"69250","69250","69250","69250","0.0003781926232622936","0.0003781926232622936","0.0003781926232622936","69250","69250","69250","0.0019484800844220445","0.0019484800844220445","0.0019484800844220445","69250","69250","69250","0.0027994023787323383","0.0027994023787323383","0.0027994023787323383","69250","69250","69250","0.0005195127041661181","0.0005195127041661181","0.0005195127041661181"
"69500","69500","69500","69500","0.0003766174041084014","0.0003766174041084014","0.0003766174041084014","69500","69500","69500","0.001949801111361012","0.001949801111361012","0.001949801111361012","69500","69500","69500","0.002812884871615097","0.002812884871615097","0.002812884871615097","69500","69500","69500","0.0005196797512471676","0.0005196797512471676","0.0005196797512471676"
"69750","69750","69750","69750","0.00037745377511600966","0.00037745377511600966","0.00037745377511600966","69750","69750","69750","0.0019906203051796184","0.0019906203051796184","0.0019906203051796184","69750","69750","69750","0.0028131670064758508","0.0028131670064758508","0.0028131670064758508","69750","69750","69750","0.000518905223987531","0.000518905223987531","0.000518905223987531"
"70000","70000","70000","70000","0.0003795683151984122","0.0003795683151984122","0.0003795683151984122","70000","70000","70000","0.0019428026282694191","0.0019428026282694191","0.0019428026282694191","70000","70000","70000","0.0027968682888895274","0.0027968682888895274","0.0027968682888895274","70000","70000","70000","0.0005177764185355045","0.0005177764185355045","0.0005177764185355045"
"70250","70250","70250","70250","0.0003784513626305852","0.0003784513626305852","0.0003784513626305852","70250","70250","70250","0.0019604089645436033","0.0019604089645436033","0.0019604089645436033","70250","70250","70250","0.002796717698103748","0.002796717698103748","0.002796717698103748","70250","70250","70250","0.0005315593275881838","0.0005315593275881838","0.0005315593275881838"
"70500","70500","70500","70500","0.0003780134621774778","0.0003780134621774778","0.0003780134621774778","70500","70500","70500","0.0019375060020247474","0.0019375060020247474","0.0019375060020247474","70500","70500","70500","0.0027974765326362104","0.0027974765326362104","0.0027974765326362104","70500","70500","70500","0.0005188490530126729","0.0005188490530126729","0.0005188490530126729"
"70750","70750","70750","70750","0.00038568907661829145","0.00038568907661829145","0.00038568907661829145","70750","70750","70750","0.0019313710799906403","0.0019313710799906403","0.0019313710799906403","70750","70750","70750","0.002781200464814901","0.002781200464814901","0.002781200464814901","70750","70750","70750","0.0005137480921112001","0.0005137480921112001","0.0005137480921112001"
"71000","71000","71000","71000","0.0003920337636955082","0.0003920337636955082","0.0003920337636955082","71000","71000","71000","0.0019389588646590709","0.0019389588646590709","0.0019389588646590709","71000","71000","71000","0.002795078215189278","0.002795078215189278","0.002795078215189278","71000","71000","71000","0.0005145984027767554","0.0005145984027767554","0.0005145984027767554"
"71250","71250","71250","71250","0.0003785643892770167","0.0003785643892770167","0.0003785643892770167","71250","71250","71250","0.0019377852301113308","0.0019377852301113308","0.0019377852301113308","71250","71250","71250","0.0027923638480715452","0.0027923638480715452","0.0027923638480715452","71250","71250","71250","0.0005135649990406819","0.0005135649990406819","0.0005135649990406819"
"71500","71500","71500","71500","0.00045818872898234985","0.00045818872898234985","0.00045818872898234985","71500","71500","71500","0.0019250223477138206","0.0019250223477138206","0.0019250223477138206","71500","71500","71500","0.0027783821852644906","0.0027783821852644906","0.0027783821852644906","71500","71500","71500","0.0005114063781220466","0.0005114063781220466","0.0005114063781220466"
"71750","71750","71750","71750","0.00041854403109755365","0.00041854403109755365","0.00041854403109755365","71750","71750","71750","0.0019272862416692077","0.0019272862416692077","0.0019272862416692077","71750","71750","71750","0.0028066529827192425","0.0028066529827192425","0.0028066529827192425","71750","71750","71750","0.0005133398637408391","0.0005133398637408391","0.0005133398637408391"
"72000","72000","72000","72000","0.0003913882945489604","0.0003913882945489604","0.0003913882945489604","72000","72000","72000","0.0019369862250750885","0.0019369862250750885","0.0019369862250750885","72000","72000","72000","0.0027793890670873224","0.0027793890670873224","0.0027793890670873224","72000","72000","72000","0.0005127985691651701","0.0005127985691651701","0.0005127985691651701"
"72250","72250","72250","72250","0.0003843615649093408","0.0003843615649093408","0.0003843615649093408","72250","72250","72250","0.0019300202168524266","0.0019300202168524266","0.0019300202168524266","72250","72250","72250","0.0027735742817167194","0.0027735742817167194","0.0027735742817167194","72250","72250","72250","0.000512591986451298","0.000512591986451298","0.000512591986451298"
"72500","72500","72500","72500","0.0003778601882804651","0.0003778601882804651","0.0003778601882804651","72500","72500","72500","0.001948175125522539","0.001948175125522539","0.001948175125522539","72500","72500","72500","0.002769391355686821","0.002769391355686821","0.002769391355686821","72500","72500","72500","0.0005111887130187825","0.0005111887130187825","0.0005111887130187825"
"72750","72750","72750","72750","0.0004081358763796743","0.0004081358763796743","0.0004081358763796743","72750","72750","72750","0.0019466924087610095","0.0019466924087610095","0.0019466924087610095","72750","72750","72750","0.0027720884145237506","0.0027720884145237506","0.0027720884145237506","72750","72750","72750","0.0005123527834948618","0.0005123527834948618","0.0005123527834948618"
"73000","73000","73000","73000","0.00038458645282662474","0.00038458645282662474","0.00038458645282662474","73000","73000","73000","0.0019370937888743356","0.0019370937888743356","0.0019370937888743356","73000","73000","73000","0.0027767677397932855","0.0027767677397932855","0.0027767677397932855","73000","73000","73000","0.0005085636598814744","0.0005085636598814744","0.0005085636598814744"
"73250","73250","73250","73250","0.0003887990572839044","0.0003887990572839044","0.0003887990572839044","73250","73250","73250","0.0019313509142957629","0.0019313509142957629","0.0019313509142957629","73250","73250","73250","0.0027783630029298363","0.0027783630029298363","0.0027783630029298363","73250","73250","73250","0.0005090753073745873","0.0005090753073745873","0.0005090753073745873"
"73500","73500","73500","73500","0.00037625433804350906","0.00037625433804350906","0.00037625433804350906","73500","73500","73500","0.0019364744289778173","0.0019364744289778173","0.0019364744289778173","73500","73500","73500","0.002791140467626974","0.002791140467626974","0.002791140467626974","73500","73500","73500","0.000510866104712477","0.000510866104712477","0.000510866104712477"
"73750","73750","73750","73750","0.0003735913847340271","0.0003735913847340271","0.0003735913847340271","73750","73750","73750","0.0019567227873485537","0.0019567227873485537","0.0019567227873485537","73750","73750","73750","0.0027641229282598942","0.0027641229282598942","0.0027641229282598942","73750","73750","73750","0.0005084758059529123","0.0005084758059529123","0.0005084758059529123"
"74000","74000","74000","74000","0.00039320712370681575","0.00039320712370681575","0.00039320712370681575","74000","74000","74000","0.0019338571410626173","0.0019338571410626173","0.0019338571410626173","74000","74000","74000","0.0027613297172356397","0.0027613297172356397","0.0027613297172356397","74000","74000","74000","0.0005073216375312768","0.0005073216375312768","0.0005073216375312768"
"74250","74250","74250","74250","0.00037843529329984447","0.00037843529329984447","0.00037843529329984447","74250","74250","74250","0.0019278055937029422","0.0019278055937029422","0.0019278055937029422","74250","74250","74250","0.002747265050886199","0.002747265050886199","0.002747265050886199","74250","74250","74250","0.0005069436858757399","0.0005069436858757399","0.0005069436858757399"
"74500","74500","74500","74500","0.00038550838906667196","0.00038550838906667196","0.00038550838906667196","74500","74500","74500","0.0019227074526716023","0.0019227074526716023","0.0019227074526716023","74500","74500","74500","0.002751353760831989","0.002751353760831989","0.002751353760831989","74500","74500","74500","0.0005070943479950074","0.0005070943479950074","0.0005070943479950074"
"74750","74750","74750","74750","0.0004411445384612307","0.0004411445384612307","0.0004411445384612307","74750","74750","74750","0.00193697213253472","0.00193697213253472","0.00193697213253472","74750","74750","74750","0.002755462460685521","0.002755462460685521","0.002755462460685521","74750","74750","74750","0.0005079389663296751","0.0005079389663296751","0.0005079389663296751"
"75001","75001","75001","75001","0.0003833471785474103","0.0003833471785474103","0.0003833471785474103","75001","75001","75001","0.001974837628309615","0.001974837628309615","0.001974837628309615","75001","75001","75001","0.0027490579383447765","0.0027490579383447765","0.0027490579383447765","75001","75001","75001","0.0005066307210945524","0.0005066307210945524","0.0005066307210945524"
"75250","75250","75250","75250","0.00037784936418756843","0.00037784936418756843","0.00037784936418756843","75250","75250","75250","0.0019253241323167458","0.0019253241323167458","0.0019253241323167458","75250","75250","75250","0.002777997948694974","0.002777997948694974","0.002777997948694974","75250","75250","75250","0.0005055657151970081","0.0005055657151970081","0.0005055657151970081"
"75500","75500","75500","75500","0.00037414823321159927","0.00037414823321159927","0.00037414823321159927","75500","75500","75500","0.0019200092017417774","0.0019200092017417774","0.0019200092017417774","75500","75500","75500","0.0027537007585633545","0.0027537007585633545","0.0027537007585633545","75500","75500","75500","0.000506050870695617","0.000506050870695617","0.000506050870695617"
"75750","75750","75750","75750","0.0003761097996612079","0.0003761097996612079","0.0003761097996612079","75750","75750","75750","0.0019218417141819372","0.0019218417141819372","0.0019218417141819372","75750","75750","75750","0.002745353757520206","0.002745353757520206","0.002745353757520206","75750","75750","75750","0.0005053599441889674","0.0005053599441889674","0.0005053599441889674"
"76000","76000","76000","76000","0.0003893681427871343","0.0003893681427871343","0.0003893681427871343","76000","76000","76000","0.0019152537164045498","0.0019152537164045498","0.0019152537164045498","76000","76000","76000","0.002741033805767074","0.002741033805767074","0.002741033805767074","76000","76000","76000","0.0005030620031466242","0.0005030620031466242","0.0005030620031466242"
"76250","76250","76250","76250","0.0003843220565759111","0.0003843220565759111","0.0003843220565759111","76250","76250","76250","0.0019162250038934872","0.0019162250038934872","0.0019162250038934872","76250","76250","76250","0.0027421651947079225","0.0027421651947079225","0.0027421651947079225","76250","76250","76250","0.0005036106297338848","0.0005036106297338848","0.0005036106297338848"
"76500","76500","76500","76500","0.0003750865717884153","0.0003750865717884153","0.0003750865717884153","76500","76500","76500","0.001961626111762598","0.001961626111762598","0.001961626111762598","76500","76500","76500","0.0027690023696050046","0.0027690023696050046","0.0027690023696050046","76500","76500","76500","0.0005025806419725995","0.0005025806419725995","0.0005025806419725995"
"76750","76750","76750","76750","0.0003732994158344809","0.0003732994158344809","0.0003732994158344809","76750","76750","76750","0.0019526003021746875","0.0019526003021746875","0.0019526003021746875","76750","76750","76750","0.0027318142463918773","0.0027318142463918773","0.0027318142463918773","76750","76750","76750","0.0005026678018039092","0.0005026678018039092","0.0005026678018039092"
"77000","77000","77000","77000","0.0003886300519516226","0.0003886300519516226","0.0003886300519516226","77000","77000","77000","0.0019253842916805298","0.0019253842916805298","0.0019253842916805298","77000","77000","77000","0.0027349405554123224","0.0027349405554123224","0.0027349405554123224","77000","77000","77000","0.0005031713725766167","0.0005031713725766167","0.0005031713725766167"
"77250","77250","77250","77250","0.0003784570065618027","0.0003784570065618027","0.0003784570065618027","77250","77250","77250","0.0019218384064733983","0.0019218384064733983","0.0019218384064733983","77250","77250","77250","0.0027308767824433746","0.0027308767824433746","0.0027308767824433746","77250","77250","77250","0.00050106155523099","0.00050106155523099","0.00050106155523099"
"77500","77500","77500","77500","0.0003810437813226599","0.0003810437813226599","0.0003810437813226599","77500","77500","77500","0.001923718857811764","0.001923718857811764","0.001923718857811764","77500","77500","77500","0.002717978197615594","0.002717978197615594","0.002717978197615594","77500","77500","77500","0.0005003323011915199","0.0005003323011915199","0.0005003323011915199"
"77750","77750","77750","77750","0.0003750044071348384","0.0003750044071348384","0.0003750044071348384","77750","77750","77750","0.0019209040368441492","0.0019209040368441492","0.0019209040368441492","77750","77750","77750","0.0027269850471057","0.0027269850471057","0.0027269850471057","77750","77750","77750","0.0005003373169456609","0.0005003373169456609","0.0005003373169456609"
"78000","78000","78000","78000","0.0003748309820657596","0.0003748309820657596","0.0003748309820657596","78000","78000","78000","0.0019179001055890693","0.0019179001055890693","0.0019179001055890693","78000","78000","78000","0.002718452394939959","0.002718452394939959","0.002718452394939959","78000","78000","78000","0.0005003437909472268","0.0005003437909472268","0.0005003437909472268"
"78250","78250","78250","78250","0.0003725137474539224","0.0003725137474539224","0.0003725137474539224","78250","78250","78250","0.001935985425079707","0.001935985425079707","0.001935985425079707","78250","78250","78250","0.0027088074127677828","0.0027088074127677828","0.0027088074127677828","78250","78250","78250","0.0005002155579277314","0.0005002155579277314","0.0005002155579277314"
"78500","78500","78500","78500","0.0003703080695704557","0.0003703080695704557","0.0003703080695704557","78500","78500","78500","0.0019516050132224337","0.0019516050132224337","0.0019516050132224337","78500","78500","78500","0.0027237755416426807","0.0027237755416426807","0.0027237755416426807","78500","78500","78500","0.0004995592550840229","0.0004995592550840229","0.0004995592550840229"
"78750","78750","78750","78750","0.0003713014240784105","0.0003713014240784105","0.0003713014240784105","78750","78750","78750","0.0019188387268222868","0.0019188387268222868","0.0019188387268222868","78750","78750","78750","0.002713610565289855","0.002713610565289855","0.002713610565289855","78750","78750","78750","0.0004982430912787095","0.0004982430912787095","0.0004982430912787095"
"79000","79000","79000","79000","0.0003701875505503267","0.0003701875505503267","0.0003701875505503267","79000","79000","79000","0.001926260307081975","0.001926260307081975","0.001926260307081975","79000","79000","79000","0.0027195935980416836","0.0027195935980416836","0.0027195935980416836","79000","79000","79000","0.0004973103090887889","0.0004973103090887889","0.0004973103090887889"
"79250","79250","79250","79250","0.0003860999756725505","0.0003860999756725505","0.0003860999756725505","79250","79250","79250","0.0019117917955154553","0.0019117917955154553","0.0019117917955154553","79250","79250","79250","0.0027040945256594567","0.0027040945256594567","0.0027040945256594567","79250","79250","79250","0.0004988558506011032","0.0004988558506011032","0.0004988558506011032"
"79500","79500","79500","79500","0.00037078523766831493","0.00037078523766831493","0.00037078523766831493","79500","79500","79500","0.001913136461051181","0.001913136461051181","0.001913136461051181","79500","79500","79500","0.0027079629418440164","0.0027079629418440164","0.0027079629418440164","79500","79500","79500","0.0004971777047612704","0.0004971777047612704","0.0004971777047612704"
"79750","79750","79750","79750","0.00036877670872490853","0.00036877670872490853","0.00036877670872490853","79750","79750","79750","0.0019076674550306053","0.0019076674550306053","0.0019076674550306053","79750","79750","79750","0.00271492034336552","0.00271492034336552","0.00271492034336552","79750","79750","79750","0.000498466114338953","0.000498466114338953","0.000498466114338953"
"80000","80000","80000","80000","0.00037600679916795346","0.00037600679916795346","0.00037600679916795346","80000","80000","80000","0.0019110212111845613","0.0019110212111845613","0.0019110212111845613","80000","80000","80000","0.002715723667293787","0.002715723667293787","0.002715723667293787","80000","80000","80000","0.0004957540406612679","0.0004957540406612679","0.0004957540406612679"
"80250","80250","80250","80250","0.0003693772753176745","0.0003693772753176745","0.0003693772753176745","80250","80250","80250","0.0018989429085049779","0.0018989429085049779","0.0018989429085049779","80250","80250","80250","0.00270288563426584","0.00270288563426584","0.00270288563426584","80250","80250","80250","0.0004971992866194342","0.0004971992866194342","0.0004971992866194342"
"80500","80500","80500","80500","0.000396833332022652","0.000396833332022652","0.000396833332022652","80500","80500","80500","0.0019192835895810276","0.0019192835895810276","0.0019192835895810276","80500","80500","80500","0.002703487345483154","0.002703487345483154","0.002703487345483154","80500","80500","80500","0.0004970231087936554","0.0004970231087936554","0.0004970231087936554"
"80750","80750","80750","80750","0.00038174666886334305","0.00038174666886334305","0.00038174666886334305","80750","80750","80750","0.0019148105761269108","0.0019148105761269108","0.0019148105761269108","80750","80750","80750","0.002729538630694151","0.002729538630694151","0.002729538630694151","80750","80750","80750","0.0004961568534490652","0.0004961568534490652","0.0004961568534490652"
"81000","81000","81000","81000","0.0003769064738880843","0.0003769064738880843","0.0003769064738880843","81000","81000","81000","0.001907659346179571","0.001907659346179571","0.001907659346179571","81000","81000","81000","0.0027072638056706635","0.0027072638056706635","0.0027072638056706635","81000","81000","81000","0.0004971606250037439","0.0004971606250037439","0.0004971606250037439"
"81250","81250","81250","81250","0.00037108432408422234","0.00037108432408422234","0.00037108432408422234","81250","81250","81250","0.001910146971582435","0.001910146971582435","0.001910146971582435","81250","81250","81250","0.002695970942499116","0.002695970942499116","0.002695970942499116","81250","81250","81250","0.0004946061582886613","0.0004946061582886613","0.0004946061582886613"
"81500","81500","81500","81500","0.0003723734031664208","0.0003723734031664208","0.0003723734031664208","81500","81500","81500","0.0019169653250137343","0.0019169653250137343","0.0019169653250137343","81500","81500","81500","0.0027017889911076054","0.0027017889911076054","0.0027017889911076054","81500","81500","81500","0.0004950652127154172","0.0004950652127154172","0.0004950652127154172"
"81750","81750","81750","81750","0.00036871154661639595","0.00036871154661639595","0.00036871154661639595","81750","81750","81750","0.0019119846787070856","0.0019119846787070856","0.0019119846787070856","81750","81750","81750","0.002703609319636598","0.002703609319636598","0.002703609319636598","81750","81750","81750","0.0004945712159387767","0.0004945712159387767","0.0004945712159387767"
"82000","82000","82000","82000","0.000367837650119327","0.000367837650119327","0.000367837650119327","82000","82000","82000","0.00190432534518186","0.00190432534518186","0.00190432534518186","82000","82000","82000","0.002693310632603243","0.002693310632603243","0.002693310632603243","82000","82000","82000","0.0004946913516905624","0.0004946913516905624","0.0004946913516905624"
"82250","82250","82250","82250","0.0003677022254851181","0.0003677022254851181","0.0003677022254851181","82250","82250","82250","0.0019038532812846825","0.0019038532812846825","0.0019038532812846825","82250","82250","82250","0.0026931696585379542","0.0026931696585379542","0.0026931696585379542","82250","82250","82250","0.0004946510642184875","0.0004946510642184875","0.0004946510642184875"
"82500","82500","82500","82500","0.0003728877363319043","0.0003728877363319043","0.0003728877363319043","82500","82500","82500","0.0019177698829444126","0.0019177698829444126","0.0019177698829444126","82500","82500","82500","0.0026951762622920796","0.0026951762622920796","0.0026951762622920796","82500","82500","82500","0.0004928615211101714","0.0004928615211101714","0.0004928615211101714"
"82750","82750","82750","82750","0.0005851536362315528","0.0005851536362315528","0.0005851536362315528","82750","82750","82750","0.0019075198497157545","0.0019075198497157545","0.0019075198497157545","82750","82750","82750","0.002699160165153444","0.002699160165153444","0.002699160165153444","82750","82750","82750","0.0004927072203427087","0.0004927072203427087","0.0004927072203427087"
"83000","83000","83000","83000","0.000431696604413446","0.000431696604413446","0.000431696604413446","83000","83000","83000","0.0019151007614564152","0.0019151007614564152","0.0019151007614564152","83000","83000","83000","0.002696714302757755","0.002696714302757755","0.002696714302757755","83000","83000","83000","0.0004920463820453733","0.0004920463820453733","0.0004920463820453733"
"83250","83250","83250","83250","0.00040429160979692827","0.00040429160979692827","0.00040429160979692827","83250","83250","83250","0.001899482954875566","0.001899482954875566","0.001899482954875566","83250","83250","83250","0.0027140450102742762","0.0027140450102742762","0.0027140450102742762","83250","83250","83250","0.0004920117293368094","0.0004920117293368094","0.0004920117293368094"
"83500","83500","83500","83500","0.00039074959693243726","0.00039074959693243726","0.00039074959693243726","83500","83500","83500","0.0018989690953167156","0.0018989690953167156","0.0018989690953167156","83500","83500","83500","0.0026887955793645233","0.0026887955793645233","0.0026887955793645233","83500","83500","83500","0.0004912657060485799","0.0004912657060485799","0.0004912657060485799"
"83750","83750","83750","83750","0.00038400273688603194","0.00038400273688603194","0.00038400273688603194","83750","83750","83750","0.0019017919905018061","0.0019017919905018061","0.0019017919905018061","83750","83750","83750","0.002679596263333224","0.002679596263333224","0.002679596263333224","83750","83750","83750","0.0004918843364575878","0.0004918843364575878","0.0004918843364575878"
"84000","84000","84000","84000","0.0003801029048918281","0.0003801029048918281","0.0003801029048918281","84000","84000","84000","0.0019061387090478093","0.0019061387090478093","0.0019061387090478093","84000","84000","84000","0.0026786688438151032","0.0026786688438151032","0.0026786688438151032","84000","84000","84000","0.0004912863405188546","0.0004912863405188546","0.0004912863405188546"
