"trainer/global_step","best style a mix - _step","best style a mix - _step__MIN","best style a mix - _step__MAX","best style a mix - train_eiko_epoch","best style a mix - train_eiko_epoch__MIN","best style a mix - train_eiko_epoch__MAX","best curve a mix - _step","best curve a mix - _step__MIN","best curve a mix - _step__MAX","best curve a mix - train_eiko_epoch","best curve a mix - train_eiko_epoch__MIN","best curve a mix - train_eiko_epoch__MAX","best curve a meta - _step","best curve a meta - _step__MIN","best curve a meta - _step__MAX","best curve a meta - train_eiko_epoch","best curve a meta - train_eiko_epoch__MIN","best curve a meta - train_eiko_epoch__MAX","best style a meta - _step","best style a meta - _step__MIN","best style a meta - _step__MAX","best style a meta - train_eiko_epoch","best style a meta - train_eiko_epoch__MIN","best style a meta - train_eiko_epoch__MAX"
"84250","84250","84250","84250","0.0003779048305004835","0.0003779048305004835","0.0003779048305004835","84250","84250","84250","0.001904103691340424","0.001904103691340424","0.001904103691340424","84250","84250","84250","0.0026788016947684808","0.0026788016947684808","0.0026788016947684808","84250","84250","84250","0.0004917689144494944","0.0004917689144494944","0.0004917689144494944"
"84500","84500","84500","84500","0.0004036070535366889","0.0004036070535366889","0.0004036070535366889","84500","84500","84500","0.0019038315152283757","0.0019038315152283757","0.0019038315152283757","84500","84500","84500","0.002703249220503494","0.002703249220503494","0.002703249220503494","84500","84500","84500","0.0004901504335575737","0.0004901504335575737","0.0004901504335575737"
"84750","84750","84750","84750","0.0003840987305447925","0.0003840987305447925","0.0003840987305447925","84750","84750","84750","0.001899989120196551","0.001899989120196551","0.001899989120196551","84750","84750","84750","0.002676357888383791","0.002676357888383791","0.002676357888383791","84750","84750","84750","0.0004906367211078759","0.0004906367211078759","0.0004906367211078759"
"85000","85000","85000","85000","0.0003768757203652058","0.0003768757203652058","0.0003768757203652058","85000","85000","85000","0.0018990805473877118","0.0018990805473877118","0.0018990805473877118","85000","85000","85000","0.0026848775178659706","0.0026848775178659706","0.0026848775178659706","85000","85000","85000","0.0004882140508852899","0.0004882140508852899","0.0004882140508852899"
"85250","85250","85250","85250","0.0003738420032314025","0.0003738420032314025","0.0003738420032314025","85250","85250","85250","0.001902416441589594","0.001902416441589594","0.001902416441589594","85250","85250","85250","0.002672390233259648","0.002672390233259648","0.002672390233259648","85250","85250","85250","0.0004902372339274735","0.0004902372339274735","0.0004902372339274735"
"85500","85500","85500","85500","0.00037983313796576115","0.00037983313796576115","0.00037983313796576115","85500","85500","85500","0.0018960907933069393","0.0018960907933069393","0.0018960907933069393","85500","85500","85500","0.00266703354078345","0.00266703354078345","0.00266703354078345","85500","85500","85500","0.0004898433096532244","0.0004898433096532244","0.0004898433096532244"
"85750","85750","85750","85750","0.00038869350822642445","0.00038869350822642445","0.00038869350822642445","85750","85750","85750","0.0019042745300685057","0.0019042745300685057","0.0019042745300685057","85750","85750","85750","0.002677149842493236","0.002677149842493236","0.002677149842493236","85750","85750","85750","0.0004930778419948183","0.0004930778419948183","0.0004930778419948183"
"86000","86000","86000","86000","0.00038460603333078324","0.00038460603333078324","0.00038460603333078324","86000","86000","86000","0.0019067359017208218","0.0019067359017208218","0.0019067359017208218","86000","86000","86000","0.002672293001669459","0.002672293001669459","0.002672293001669459","86000","86000","86000","0.0004897338736918755","0.0004897338736918755","0.0004897338736918755"
"86250","86250","86250","86250","0.00037354066627449354","0.00037354066627449354","0.00037354066627449354","86250","86250","86250","0.0019101122214924544","0.0019101122214924544","0.0019101122214924544","86250","86250","86250","0.0026642401774879545","0.0026642401774879545","0.0026642401774879545","86250","86250","86250","0.00048692626631236636","0.00048692626631236636","0.00048692626631236636"
"86500","86500","86500","86500","0.00037184876116225495","0.00037184876116225495","0.00037184876116225495","86500","86500","86500","0.0019002369071822614","0.0019002369071822614","0.0019002369071822614","86500","86500","86500","0.002676287041977048","0.002676287041977048","0.002676287041977048","86500","86500","86500","0.000486382391769439","0.000486382391769439","0.000486382391769439"
"86750","86750","86750","86750","0.0003702038373739924","0.0003702038373739924","0.0003702038373739924","86750","86750","86750","0.001925808948231861","0.001925808948231861","0.001925808948231861","86750","86750","86750","0.0026642488152720033","0.0026642488152720033","0.0026642488152720033","86750","86750","86750","0.0004903660166892223","0.0004903660166892223","0.0004903660166892223"
"87000","87000","87000","87000","0.0003806609409803059","0.0003806609409803059","0.0003806609409803059","87000","87000","87000","0.0019329554141731932","0.0019329554141731932","0.0019329554141731932","87000","87000","87000","0.0026717901430092753","0.0026717901430092753","0.0026717901430092753","87000","87000","87000","0.0004869572354364209","0.0004869572354364209","0.0004869572354364209"
"87250","87250","87250","87250","0.00037991379050072283","0.00037991379050072283","0.00037991379050072283","87250","87250","87250","0.0018984422744251787","0.0018984422744251787","0.0018984422744251787","87250","87250","87250","0.0026672343835234644","0.0026672343835234644","0.0026672343835234644","87250","87250","87250","0.00048584597115404905","0.00048584597115404905","0.00048584597115404905"
"87500","87500","87500","87500","0.00037670948429149577","0.00037670948429149577","0.00037670948429149577","87500","87500","87500","0.0018981591429328545","0.0018981591429328545","0.0018981591429328545","87500","87500","87500","0.002669327129959129","0.002669327129959129","0.002669327129959129","87500","87500","87500","0.0004880602801567875","0.0004880602801567875","0.0004880602801567875"
"87750","87750","87750","87750","0.0003772821310267318","0.0003772821310267318","0.0003772821310267318","87750","87750","87750","0.0019016101589659229","0.0019016101589659229","0.0019016101589659229","87750","87750","87750","0.0026679184215608986","0.0026679184215608986","0.0026679184215608986","87750","87750","87750","0.0004859579793701414","0.0004859579793701414","0.0004859579793701414"
"88000","88000","88000","88000","0.00036918047070503234","0.00036918047070503234","0.00036918047070503234","88000","88000","88000","0.001897009878535755","0.001897009878535755","0.001897009878535755","88000","88000","88000","0.002668952776119113","0.002668952776119113","0.002668952776119113","88000","88000","88000","0.00048604759748559445","0.00048604759748559445","0.00048604759748559445"
"88250","88250","88250","88250","0.0003707221285731066","0.0003707221285731066","0.0003707221285731066","88250","88250","88250","0.0018985106644686311","0.0018985106644686311","0.0018985106644686311","88250","88250","88250","0.0026625256196130065","0.0026625256196130065","0.0026625256196130065","88250","88250","88250","0.0004863479489868041","0.0004863479489868041","0.0004863479489868041"
"88500","88500","88500","88500","0.00038400070628267716","0.00038400070628267716","0.00038400070628267716","88500","88500","88500","0.0019051562352105976","0.0019051562352105976","0.0019051562352105976","88500","88500","88500","0.002660970390075818","0.002660970390075818","0.002660970390075818","88500","88500","88500","0.00048506636137608436","0.00048506636137608436","0.00048506636137608436"
"88750","88750","88750","88750","0.0003794251043582335","0.0003794251043582335","0.0003794251043582335","88750","88750","88750","0.001900786592043005","0.001900786592043005","0.001900786592043005","88750","88750","88750","0.0026652868916280568","0.0026652868916280568","0.0026652868916280568","88750","88750","88750","0.00048613207886228336","0.00048613207886228336","0.00048613207886228336"
"89000","89000","89000","89000","0.00037545445759315044","0.00037545445759315044","0.00037545445759315044","89000","89000","89000","0.0018945633644470944","0.0018945633644470944","0.0018945633644470944","89000","89000","89000","0.0026544256856432186","0.0026544256856432186","0.0026544256856432186","89000","89000","89000","0.00048436125012813136","0.00048436125012813136","0.00048436125012813136"
"89250","89250","89250","89250","0.0003716092087852303","0.0003716092087852303","0.0003716092087852303","89250","89250","89250","0.0018967555926647037","0.0018967555926647037","0.0018967555926647037","89250","89250","89250","0.002663528239354491","0.002663528239354491","0.002663528239354491","89250","89250","89250","0.0004841810479701962","0.0004841810479701962","0.0004841810479701962"
"89500","89500","89500","89500","0.0003705347142240498","0.0003705347142240498","0.0003705347142240498","89500","89500","89500","0.0019002159424126148","0.0019002159424126148","0.0019002159424126148","89500","89500","89500","0.002661955713061616","0.002661955713061616","0.002661955713061616","89500","89500","89500","0.0004851719387806952","0.0004851719387806952","0.0004851719387806952"
"89750","89750","89750","89750","0.000372311846120283","0.000372311846120283","0.000372311846120283","89750","89750","89750","0.0018893619469017723","0.0018893619469017723","0.0018893619469017723","89750","89750","89750","0.0026595021007815374","0.0026595021007815374","0.0026595021007815374","89750","89750","89750","0.00048434247414115816","0.00048434247414115816","0.00048434247414115816"
"90000","90000","90000","90000","0.0003762189753761049","0.0003762189753761049","0.0003762189753761049","90000","90000","90000","0.0019071823635604232","0.0019071823635604232","0.0019071823635604232","90000","90000","90000","0.0026554134679026902","0.0026554134679026902","0.0026554134679026902","90000","90000","90000","0.00048646675306372343","0.00048646675306372343","0.00048646675306372343"
"90250","90250","90250","90250","0.00036932307184906675","0.00036932307184906675","0.00036932307184906675","90250","90250","90250","0.001898522642906755","0.001898522642906755","0.001898522642906755","90250","90250","90250","0.002655005445936695","0.002655005445936695","0.002655005445936695","90250","90250","90250","0.00048453172261361035","0.00048453172261361035","0.00048453172261361035"
"90500","90500","90500","90500","0.00039947830195887944","0.00039947830195887944","0.00039947830195887944","90500","90500","90500","0.0019003840869991108","0.0019003840869991108","0.0019003840869991108","90500","90500","90500","0.002649968537967652","0.002649968537967652","0.002649968537967652","90500","90500","90500","0.00048392222373513504","0.00048392222373513504","0.00048392222373513504"
"90750","90750","90750","90750","0.00039236842165701094","0.00039236842165701094","0.00039236842165701094","90750","90750","90750","0.001892627024441026","0.001892627024441026","0.001892627024441026","90750","90750","90750","0.0026594460695050655","0.0026594460695050655","0.0026594460695050655","90750","90750","90750","0.0004835755032254383","0.0004835755032254383","0.0004835755032254383"
"91000","91000","91000","91000","0.00037694683705922214","0.00037694683705922214","0.00037694683705922214","91000","91000","91000","0.0018968330342322589","0.0018968330342322589","0.0018968330342322589","91000","91000","91000","0.002656874306034297","0.002656874306034297","0.002656874306034297","91000","91000","91000","0.0004835736927925609","0.0004835736927925609","0.0004835736927925609"
"91250","91250","91250","91250","0.0003858264144218992","0.0003858264144218992","0.0003858264144218992","91250","91250","91250","0.0018862211140803992","0.0018862211140803992","0.0018862211140803992","91250","91250","91250","0.0026543972801882773","0.0026543972801882773","0.0026543972801882773","91250","91250","91250","0.00048345041475840846","0.00048345041475840846","0.00048345041475840846"
"91500","91500","91500","91500","0.0003943711651081685","0.0003943711651081685","0.0003943711651081685","91500","91500","91500","0.0018867660409305244","0.0018867660409305244","0.0018867660409305244","91500","91500","91500","0.0026512560981791465","0.0026512560981791465","0.0026512560981791465","91500","91500","91500","0.00048372963687870653","0.00048372963687870653","0.00048372963687870653"
"91750","91750","91750","91750","0.0003773915430647321","0.0003773915430647321","0.0003773915430647321","91750","91750","91750","0.0018924588074442","0.0018924588074442","0.0018924588074442","91750","91750","91750","0.0026566445345524697","0.0026566445345524697","0.0026566445345524697","91750","91750","91750","0.00048255401194910517","0.00048255401194910517","0.00048255401194910517"
